Include On Export,Export Containing Keywords,Export Synonyms,Person Type Keyword,
Y,Y,Y,N,			NR58
Y,Y,Y,N,			NR59
Y,Y,Y,N,			NR501
Y,Y,Y,N,			NR502
Y,Y,Y,N,			NR503
Y,Y,Y,N,			NR505
Y,Y,Y,N,			NR507
Y,Y,Y,N,			NR508
Y,Y,Y,N,			NR509
Y,Y,Y,N,			NR510
Y,Y,Y,N,			NR511
Y,Y,Y,N,			NR512
Y,Y,Y,N,			NR513
Y,Y,Y,N,			NR514
Y,Y,Y,N,			NR516
Y,Y,Y,N,			NR517
Y,Y,Y,N,			NR519
Y,Y,Y,N,			NR520
Y,Y,Y,N,			NR521
Y,Y,Y,N,			NR522
Y,Y,Y,N,			NR524
Y,Y,Y,N,			NR527
Y,Y,Y,N,			NR528
Y,Y,Y,N,			NR529
Y,Y,Y,N,			NR530
Y,Y,Y,N,			NR531
Y,Y,Y,N,			NR532
Y,Y,Y,N,			NR533
Y,Y,Y,N,			NR534
Y,Y,Y,N,			NR535
Y,Y,Y,N,		NR6xx8xx
Y,Y,Y,N,			61R_COS
Y,Y,Y,N,			61R_LAT
Y,Y,Y,N,			62R_COS
Y,Y,Y,N,			62R_KOT
Y,Y,Y,N,			88R_COS
Y,Y,Y,N,			88R_MKS
Y,Y,Y,N,			89R_COS
Y,Y,Y,N,			89R_WAC
Y,Y,Y,N,			NR69
Y,Y,Y,N,			NR83
Y,Y,Y,N,			NR84
Y,Y,Y,N,			NR86
Y,Y,Y,N,			NR87
Y,Y,Y,N,			NR801
Y,Y,Y,N,			NR805
Y,Y,Y,N,			NR806
Y,Y,Y,N,			NR809
Y,Y,Y,N,			NR810
Y,Y,Y,N,			NR811
Y,Y,Y,N,			NR812
Y,Y,Y,N,			NR813
Y,Y,Y,N,			NR815
Y,Y,Y,N,			NR817
Y,Y,Y,N,			NR818
Y,Y,Y,N,			NR819
Y,Y,Y,N,			NR820
Y,Y,Y,N,			NR822
Y,Y,Y,N,			NR823
Y,Y,Y,N,			NR824
Y,Y,Y,N,			NR826
Y,Y,Y,N,			NR829
Y,Y,Y,N,			NR831
Y,Y,Y,N,			NR832
Y,Y,Y,N,			NR833
Y,Y,Y,N,			NR834
Y,Y,Y,N,			NR835
Y,Y,Y,N,			NR837
Y,Y,Y,N,			NR838
Y,Y,Y,N,			NR839
Y,Y,Y,N,			NR840
Y,Y,Y,N,		NR7xx
Y,Y,Y,N,			NR74
Y,Y,Y,N,			NR75
Y,Y,Y,N,			NR76
Y,Y,Y,N,			NR78
Y,Y,Y,N,			NR79
Y,Y,Y,N,			NR700
Y,Y,Y,N,			NR702
Y,Y,Y,N,			NR705
Y,Y,Y,N,			NR706
Y,Y,Y,N,			NR707
Y,Y,Y,N,			NR708
Y,Y,Y,N,			NR709
Y,Y,Y,N,			NR710
Y,Y,Y,N,			NR711
Y,Y,Y,N,			NR712
Y,Y,Y,N,			NR714
Y,Y,Y,N,			NR715
Y,Y,Y,N,			NR716
Y,Y,Y,N,			NR717
Y,Y,Y,N,			NR718
Y,Y,Y,N,			NR719
Y,Y,Y,N,			NR720
Y,Y,Y,N,			NR721
Y,Y,Y,N,			NR722
Y,Y,Y,N,			NR723
Y,Y,Y,N,			NR725
Y,Y,Y,N,			NR726
Y,Y,Y,N,			NR727
Y,Y,Y,N,			NR728
Y,Y,Y,N,			NR729
Y,Y,Y,N,			NR730
Y,Y,Y,N,			NR731
Y,Y,Y,N,			NR732
Y,Y,Y,N,			NR733
Y,Y,Y,N,			NR735
Y,Y,Y,N,			NR737
Y,Y,Y,N,			NR739
Y,Y,Y,N,			NR740
Y,Y,Y,N,			NR741
Y,Y,Y,N,			NR742
Y,Y,Y,N,			NR743
Y,Y,Y,N,			NR745
Y,Y,Y,N,			NR747
Y,Y,Y,N,			NR748
Y,Y,Y,N,			NR749
Y,Y,Y,N,			NR750
Y,Y,Y,N,			NR751
Y,Y,Y,N,			NR753
Y,Y,Y,N,			NR754
Y,Y,Y,N,			NR758
Y,Y,Y,N,			NR759
Y,Y,Y,N,			NR760
Y,Y,Y,N,			NR761
Y,Y,Y,N,			NR762
Y,Y,Y,N,			NR762A
Y,Y,Y,N,			NR763
Y,Y,Y,N,			NR764
Y,Y,Y,N,			NR765
Y,Y,Y,N,			NR766
Y,Y,Y,N,			NR767
Y,Y,Y,N,			NR768
Y,Y,Y,N,			NR769
Y,Y,Y,N,			NR770
Y,Y,Y,N,			NR771
Y,Y,Y,N,		NR9xx
Y,Y,Y,N,			NR91
Y,Y,Y,N,			NR92
Y,Y,Y,N,			NR93
Y,Y,Y,N,			NR94
Y,Y,Y,N,			NR94A
Y,Y,Y,N,			NR94B
Y,Y,Y,N,			NR95
Y,Y,Y,N,			NR97
Y,Y,Y,N,			NR99
Y,Y,Y,N,			NR901
Y,Y,Y,N,			NR902
Y,Y,Y,N,			NR904
Y,Y,Y,N,			NR906
Y,Y,Y,N,			NR907
Y,Y,Y,N,			NR908
Y,Y,Y,N,			NR909
Y,Y,Y,N,			NR913
Y,Y,Y,N,			NR914
Y,Y,Y,N,			NR915
Y,Y,Y,N,			NR917
Y,Y,Y,N,			NR918
Y,Y,Y,N,			NR919
Y,Y,Y,N,			NR922
Y,Y,Y,N,			NR926
Y,Y,Y,N,			NR928
Y,Y,Y,N,			NR935
Y,Y,Y,N,			NR936
Y,Y,Y,N,			NR940
Y,Y,Y,N,			NR941
Y,Y,Y,N,			NR943
Y,Y,Y,N,			NR945
Y,Y,Y,N,			NR948
Y,Y,Y,N,			NR949
Y,Y,Y,N,			NR950
Y,Y,Y,N,			NR951
Y,Y,Y,N,			NR954
Y,Y,Y,N,			NR955
Y,Y,Y,N,			NR956
Y,Y,Y,N,			NR957
Y,Y,Y,N,			NR958
Y,Y,Y,N,			NR960
Y,Y,Y,N,			NR960A
Y,Y,Y,N,			NR962
Y,Y,Y,N,			NR963
Y,Y,Y,N,			NR964
Y,Y,Y,N,			NR965
Y,Y,Y,N,			NR966
Y,Y,Y,N,			NR967
Y,Y,Y,N,			NR968
Y,Y,Y,N,			NR969
Y,Y,Y,N,			NR971
Y,Y,Y,N,			NR972
Y,Y,Y,N,			NR974
Y,Y,Y,N,	RMBHK
Y,Y,Y,N,		ABECEN
Y,Y,Y,N,		ABEWAF
Y,Y,Y,N,		SKWCHW
Y,Y,Y,N,	RMBKN
Y,Y,Y,N,		ABEMOK
Y,Y,Y,N,		ENSMOK
Y,Y,Y,N,		Grand Waterfront Plaza Shuttle Bus
Y,Y,Y,N,		HMTMOK
Y,Y,Y,N,		JORLAT
Y,Y,Y,N,		KOBMOK
Y,Y,Y,N,		KWTCHW
Y,Y,Y,N,		KWTCPR
Y,Y,Y,N,		KWTMEF
Y,Y,Y,N,		KWTYLE
Y,Y,Y,N,		MOKKWT_9
Y,Y,Y,N,		MOKLAT
Y,Y,Y,N,		MOKSMP
Y,Y,Y,N,		MOKYAT
Y,Y,Y,N,		PITJOR
Y,Y,Y,N,		PITMOK
Y,Y,Y,N,	RMBNT
Y,Y,Y,N,		CABTSW
Y,Y,Y,N,		CSETSW
Y,Y,Y,N,		KETTSW
Y,Y,Y,N,		KWTLMC
Y,Y,Y,N,		KWTTSW_V8
Y,Y,Y,N,		MOKYUL
Y,Y,Y,N,		SAKKWT
Y,Y,Y,N,		SAKMOK
Y,Y,Y,N,		WACTSW
Y,Y,Y,N,		Yoho Mall Express
Y,Y,Y,N,		YULSHS_17
Y,Y,Y,N,		YULSHS_18
Y,Y,Y,N,		YULTAI
Y,Y,Y,N,	Rt_AES
Y,Y,Y,N,		A10_GTC
Y,Y,Y,N,		A10_LLS
Y,Y,Y,N,		A11_GTC
Y,Y,Y,N,		A11_NPF
Y,Y,Y,N,		A11T_GTC
Y,Y,Y,N,		A12_CXCISR
Y,Y,Y,N,		A12_GTC
Y,Y,Y,N,		A12_ISR
Y,Y,Y,N,		A12_TFR
Y,Y,Y,N,		A17_GTC
Y,Y,Y,N,		A17_SWA
Y,Y,Y,N,		A20_GTC
Y,Y,Y,N,		A20_HUH
Y,Y,Y,N,		A21_ETS
Y,Y,Y,N,		A21_GTC
Y,Y,Y,N,		A21_HUH
Y,Y,Y,N,		A22_CXCGTC
Y,Y,Y,N,		A22_GTC
Y,Y,Y,N,		A22_LAT
Y,Y,Y,N,		A23_GTC
Y,Y,Y,N,		A23_TWN
Y,Y,Y,N,		A26_GTC
Y,Y,Y,N,		A26_YAT
Y,Y,Y,N,		A26P_GTC
Y,Y,Y,N,		A29_GTC
Y,Y,Y,N,		A29_POA
Y,Y,Y,N,		A29P_CXCGTC
Y,Y,Y,N,		A29P_GTC
Y,Y,Y,N,		A29P_TKO
Y,Y,Y,N,		A31_DIP
Y,Y,Y,N,		A31_GTC
Y,Y,Y,N,		A31_NIT
Y,Y,Y,N,		A31_TWW
Y,Y,Y,N,		A31P_DIP
Y,Y,Y,N,		A31P_GTC
Y,Y,Y,N,		A32_GTC
Y,Y,Y,N,		A32_KCE
Y,Y,Y,N,		A33_GTC
Y,Y,Y,N,		A33_TMI
Y,Y,Y,N,		A33_TUM
Y,Y,Y,N,		A33_YWV
Y,Y,Y,N,		A33P_CUT
Y,Y,Y,N,		A33P_GTC
Y,Y,Y,N,		A33P_TUM
Y,Y,Y,N,		A33X_FUT
Y,Y,Y,N,		A33X_GTC
Y,Y,Y,N,		A34_GTC
Y,Y,Y,N,		A34_HSK
Y,Y,Y,N,		A35_CPO
Y,Y,Y,N,		A35_HZM
Y,Y,Y,N,		A35_MUW
Y,Y,Y,N,		A36_GTC
Y,Y,Y,N,		A36_HSK
Y,Y,Y,N,		A36_LOP
Y,Y,Y,N,		A37_GTC
Y,Y,Y,N,		A37_HSK
Y,Y,Y,N,		A38_ALG
Y,Y,Y,N,		A38_GTC
Y,Y,Y,N,		A41_GTC
Y,Y,Y,N,		A41_YUC
Y,Y,Y,N,		A41P_GTC
Y,Y,Y,N,		A41P_WKS
Y,Y,Y,N,		A41P_YIO
Y,Y,Y,N,		A43_GTC
Y,Y,Y,N,		A43_LWH
Y,Y,Y,N,		A43P_GTC
Y,Y,Y,N,		A43P_LWH
Y,Y,Y,N,		A47_FHE
Y,Y,Y,N,		A47_GTC
Y,Y,Y,N,		A47X_FHE
Y,Y,Y,N,		A47X_GTC
Y,Y,Y,N,		A47X_TPM
Y,Y,Y,N,		E11_AWE
Y,Y,Y,N,		E11_TIH
Y,Y,Y,N,		E11A_AWE
Y,Y,Y,N,		E11A_TIH
Y,Y,Y,N,		E11S_TIH
Y,Y,Y,N,		E21_AWE
Y,Y,Y,N,		E21_TKT
Y,Y,Y,N,		E21A_OME
Y,Y,Y,N,		E21A_YTU
Y,Y,Y,N,		E21C_AMA
Y,Y,Y,N,		E21C_TKT
Y,Y,Y,N,		E21X_HUH
Y,Y,Y,N,		E22_AWE
Y,Y,Y,N,		E22_LTN
Y,Y,Y,N,		E22A_AWE
Y,Y,Y,N,		E22A_HSG
Y,Y,Y,N,		E22B_AWE
Y,Y,Y,N,		E22B_POA
Y,Y,Y,N,		E22C_AMA
Y,Y,Y,N,		E22C_TIK
Y,Y,Y,N,		E22P_AWE
Y,Y,Y,N,		E22P_YAT
Y,Y,Y,N,		E22S_MUT
Y,Y,Y,N,		E22S_POA
Y,Y,Y,N,		E22X_AWE
Y,Y,Y,N,		E22X_YAT
Y,Y,Y,N,		E23_GTC
Y,Y,Y,N,		E23_TWS
Y,Y,Y,N,		E23A_GTC
Y,Y,Y,N,		E23A_TWS
Y,Y,Y,N,		E31_DIP
Y,Y,Y,N,		E31_YTU
Y,Y,Y,N,		E32_AWE
Y,Y,Y,N,		E32_KFS
Y,Y,Y,N,		E32_KWF
Y,Y,Y,N,		E32A_KFS
Y,Y,Y,N,		E32A_KWF
Y,Y,Y,N,		E32A_TCA
Y,Y,Y,N,		E32A_TCF
Y,Y,Y,N,		E33_GTC
Y,Y,Y,N,		E33_TMC
Y,Y,Y,N,		E33P_GTC
Y,Y,Y,N,		E33P_SIH
Y,Y,Y,N,		E34_GTC
Y,Y,Y,N,		E34_TSC
Y,Y,Y,N,		E34A_GTC
Y,Y,Y,N,		E34A_TSC
Y,Y,Y,N,		E34B_GTC
Y,Y,Y,N,		E34B_SSH
Y,Y,Y,N,		E34P_TSC
Y,Y,Y,N,		E34P_YTU
Y,Y,Y,N,		E34S_GTC
Y,Y,Y,N,		E34X_YTU
Y,Y,Y,N,		E41_AWE
Y,Y,Y,N,		E41_TPT
Y,Y,Y,N,		E42_GTC
Y,Y,Y,N,		E42_POH
Y,Y,Y,N,		E42P_POH
Y,Y,Y,N,		N11_GTC
Y,Y,Y,N,		N11_MAF
Y,Y,Y,N,		N21_GTC
Y,Y,Y,N,		N21_STR
Y,Y,Y,N,		N21_TSF
Y,Y,Y,N,		N21A_GTC
Y,Y,Y,N,		N21A_TSF
Y,Y,Y,N,		N21R_TKT
Y,Y,Y,N,		N23_TUC
Y,Y,Y,N,		N23_TWN
Y,Y,Y,N,		N26_TUC
Y,Y,Y,N,		N26_YAT
Y,Y,Y,N,		N29_HSG
Y,Y,Y,N,		N29_TUC
Y,Y,Y,N,		N30_TUC
Y,Y,Y,N,		N30_YUL
Y,Y,Y,N,		N30P_HUK
Y,Y,Y,N,		N30P_TUC
Y,Y,Y,N,		N30S_TUC
Y,Y,Y,N,		N30S_YUL
Y,Y,Y,N,		N31_DIP
Y,Y,Y,N,		N31_GTC
Y,Y,Y,N,		N35_CPO
Y,Y,Y,N,		N35_HZM
Y,Y,Y,N,		N35_MUW
Y,Y,Y,N,		N42_TUC
Y,Y,Y,N,		N42_YIO
Y,Y,Y,N,		N42A_LWH
Y,Y,Y,N,		N42A_TUC
Y,Y,Y,N,		N42P_GTC
Y,Y,Y,N,		N64_YTU
Y,Y,Y,N,		NA10_GTC
Y,Y,Y,N,		NA10_HZM
Y,Y,Y,N,		NA10_LLS
Y,Y,Y,N,		NA11_GTC
Y,Y,Y,N,		NA11_HZM
Y,Y,Y,N,		NA11_NPF
Y,Y,Y,N,		NA12_GTC
Y,Y,Y,N,		NA12_HZM
Y,Y,Y,N,		NA20_GTC
Y,Y,Y,N,		NA20_HZM
Y,Y,Y,N,		NA20_WHG
Y,Y,Y,N,		NA21_HFR
Y,Y,Y,N,		NA29_GTC
Y,Y,Y,N,		NA29_HZM
Y,Y,Y,N,		NA29_POA
Y,Y,Y,N,		NA30_BEG
Y,Y,Y,N,		NA30_DIP
Y,Y,Y,N,		NA30_GTC
Y,Y,Y,N,		NA31_GTC
Y,Y,Y,N,		NA31_HZM
Y,Y,Y,N,		NA31_NIT
Y,Y,Y,N,		NA32_GTC
Y,Y,Y,N,		NA32_HZM
Y,Y,Y,N,		NA32_KCE
Y,Y,Y,N,		NA33_CXC
Y,Y,Y,N,		NA33_FUT
Y,Y,Y,N,		NA33_GTC
Y,Y,Y,N,		NA33_HZM
Y,Y,Y,N,		NA34_GTC
Y,Y,Y,N,		NA34_HZM
Y,Y,Y,N,		NA34_TSC
Y,Y,Y,N,		NA37_HZM
Y,Y,Y,N,		NA40_GTC
Y,Y,Y,N,		NA40_HZM
Y,Y,Y,N,		NA40_WKS
Y,Y,Y,N,		NA41_GTC
Y,Y,Y,N,		NA41_HZM
Y,Y,Y,N,		NA41_SCO
Y,Y,Y,N,		NA43_GTC
Y,Y,Y,N,		NA43_HZM
Y,Y,Y,N,		NA43_LWH
Y,Y,Y,N,		NA47_FHE
Y,Y,Y,N,		NA47_GTC
Y,Y,Y,N,		NA47_HZM
Y,Y,Y,N,		S1_CPO
Y,Y,Y,N,		S1_TUC
Y,Y,Y,N,		S52_AMA
Y,Y,Y,N,		S52_YTU
Y,Y,Y,N,		S52A_AMA
Y,Y,Y,N,		S52A_YTE
Y,Y,Y,N,		S52P_AAT
Y,Y,Y,N,		S52P_YTU
Y,Y,Y,N,		S56_CPO
Y,Y,Y,N,		S56_TUC
Y,Y,Y,N,		S56_YTE
Y,Y,Y,N,		S64_CPO
Y,Y,Y,N,		S64_YTU
Y,Y,Y,N,		S64C_CWR
Y,Y,Y,N,		S64C_YTU
Y,Y,Y,N,		S64P_CWR
Y,Y,Y,N,		S64P_YTE
Y,Y,Y,N,		S64P_YTU
Y,Y,Y,N,		S64X_CPO
Y,Y,Y,N,		S64X_YTU
Y,Y,Y,N,		S65_CPO
Y,Y,Y,N,		S65_MUT
Y,Y,Y,N,		X1_AWE
Y,Y,Y,N,		X1_TUC
Y,Y,Y,N,		X33_FUT
Y,Y,Y,N,		X34_TSC
Y,Y,Y,N,		X40_WKS
Y,Y,Y,N,		X41_YUC
Y,Y,Y,N,		X43_LWH
Y,Y,Y,N,		X47_FHE
Y,Y,Y,N,		X52_GFS
Y,Y,Y,N,		X52_TUC
Y,Y,Y,N,	Rt_CHT
Y,Y,Y,N,		101_CEM
Y,Y,Y,N,		101_DVC
Y,Y,Y,N,		101_KET
Y,Y,Y,N,		101_YMS
Y,Y,Y,N,		101R_YMS
Y,Y,Y,N,		101X_KET
Y,Y,Y,N,		101X_YMS
Y,Y,Y,N,		102_BUS
Y,Y,Y,N,		102_MEF
Y,Y,Y,N,		102_SKW
Y,Y,Y,N,		102_VPM
Y,Y,Y,N,		102P_MEF
Y,Y,Y,N,		102P_SKW
Y,Y,Y,N,		102R_MEF
Y,Y,Y,N,		103_CHY
Y,Y,Y,N,		103_POR
Y,Y,Y,N,		103P_YPS
Y,Y,Y,N,		104_CEM
Y,Y,Y,N,		104_CHT
Y,Y,Y,N,		104_KET
Y,Y,Y,N,		104_NES
Y,Y,Y,N,		104_PAT
Y,Y,Y,N,		104_QUE
Y,Y,Y,N,		104R_BUS
Y,Y,Y,N,		105R_MEF
Y,Y,Y,N,		106_ISP
Y,Y,Y,N,		106_ISR
Y,Y,Y,N,		106_WTS
Y,Y,Y,N,		107_ENS
Y,Y,Y,N,		107_WAK
Y,Y,Y,N,		107P_CYB
Y,Y,Y,N,		107P_LAV
Y,Y,Y,N,		108_BRH
Y,Y,Y,N,		108_KAY
Y,Y,Y,N,		108_KST
Y,Y,Y,N,		108_PES
Y,Y,Y,N,		109_HMT
Y,Y,Y,N,		109_MAF
Y,Y,Y,N,		110_MOR
Y,Y,Y,N,		110_NPF
Y,Y,Y,N,		110_SKW
Y,Y,Y,N,		111_ADC
Y,Y,Y,N,		111_MAF
Y,Y,Y,N,		111_PIS
Y,Y,Y,N,		111P_CHF
Y,Y,Y,N,		111P_MAF
Y,Y,Y,N,		111R_YMS
Y,Y,Y,N,		112_BUS
Y,Y,Y,N,		112_PFR
Y,Y,Y,N,		112_SOU
Y,Y,Y,N,		112_YWS
Y,Y,Y,N,		113_BEB
Y,Y,Y,N,		113_CHE
Y,Y,Y,N,		115_KCF
Y,Y,Y,N,		115_MAF
Y,Y,Y,N,		115P_MAF
Y,Y,Y,N,		116_ISP
Y,Y,Y,N,		116_QUB
Y,Y,Y,N,		116_TWC
Y,Y,Y,N,		116_YWS
Y,Y,Y,N,		117_HVL
Y,Y,Y,N,		117_YCS
Y,Y,Y,N,		117R_BUS
Y,Y,Y,N,		118_BUS
Y,Y,Y,N,		118_ISR
Y,Y,Y,N,		118_TOS
Y,Y,Y,N,		118P_BUS
Y,Y,Y,N,		118P_ISR
Y,Y,Y,N,		118P_TOS
Y,Y,Y,N,		118R_BUS
Y,Y,Y,N,		168R_YLW
Y,Y,Y,N,		170_SHT
Y,Y,Y,N,		170_WFC
Y,Y,Y,N,		171_BUS
Y,Y,Y,N,		171_LET
Y,Y,Y,N,		171_NOH
Y,Y,Y,N,		171_SOH
Y,Y,Y,N,		171A_NOH
Y,Y,Y,N,		171P_BUS
Y,Y,Y,N,		171P_NOH
Y,Y,Y,N,		171R_BUS
Y,Y,Y,N,		178R_LMP
Y,Y,Y,N,		182_MAF
Y,Y,Y,N,		182_YUC
Y,Y,Y,N,		182P_MAF
Y,Y,Y,N,		182X_YUC
Y,Y,Y,N,		301_SHW
Y,Y,Y,N,		302_SHW
Y,Y,Y,N,		302A_HSC
Y,Y,Y,N,		305_SHW
Y,Y,Y,N,		307_CEF
Y,Y,Y,N,		307_SHW
Y,Y,Y,N,		307_TPC
Y,Y,Y,N,		307A_SHW
Y,Y,Y,N,		307B_SHW
Y,Y,Y,N,		307C_CEC
Y,Y,Y,N,		307P_TIH
Y,Y,Y,N,		307P_TTR
Y,Y,Y,N,		336_SHW
Y,Y,Y,N,		373_CEF
Y,Y,Y,N,		373_HOK
Y,Y,Y,N,		373_SHS
Y,Y,Y,N,		373_SHW
Y,Y,Y,N,		373A_CEC
Y,Y,Y,N,		373A_HAR
Y,Y,Y,N,		373A_WAM
Y,Y,Y,N,		373A_WCF
Y,Y,Y,N,		601_ADE
Y,Y,Y,N,		601_POT
Y,Y,Y,N,		601P_POT
Y,Y,Y,N,		601P_SHW
Y,Y,Y,N,		603_ADC
Y,Y,Y,N,		603_CEN
Y,Y,Y,N,		603_PIT
Y,Y,Y,N,		603A_CEM
Y,Y,Y,N,		603P_PIT
Y,Y,Y,N,		603S_WWS
Y,Y,Y,N,		606_CWA
Y,Y,Y,N,		606_ISR
Y,Y,Y,N,		606A_CWA
Y,Y,Y,N,		606A_YIT
Y,Y,Y,N,		606P_ISR
Y,Y,Y,N,		606X_ENS
Y,Y,Y,N,		606X_ISR
Y,Y,Y,N,		608_GRP
Y,Y,Y,N,		608_KST
Y,Y,Y,N,		608_SKW
Y,Y,Y,N,		613_OTW
Y,Y,Y,N,		613_SKW
Y,Y,Y,N,		619_MAF
Y,Y,Y,N,		619_SHL
Y,Y,Y,N,		619P_MAF
Y,Y,Y,N,		619X_MAF
Y,Y,Y,N,		619X_SHL
Y,Y,Y,N,		621_HOK
Y,Y,Y,N,		621_LAC
Y,Y,Y,N,		641_KAC
Y,Y,Y,N,		641_KAY
Y,Y,Y,N,		641_MAF
Y,Y,Y,N,		671_DIH
Y,Y,Y,N,		671_LLS
Y,Y,Y,N,		671X_DIH
Y,Y,Y,N,		673_HOK
Y,Y,Y,N,		673_SHS
Y,Y,Y,N,		673P_RUS
Y,Y,Y,N,		678_EHR
Y,Y,Y,N,		678_SHS
Y,Y,Y,N,		680_ADE
Y,Y,Y,N,		680_LEO
Y,Y,Y,N,		680A_ADE
Y,Y,Y,N,		680B_ADE
Y,Y,Y,N,		680P_ADE
Y,Y,Y,N,		680X_MAF
Y,Y,Y,N,		680X_WKS
Y,Y,Y,N,		681_HOK
Y,Y,Y,N,		681_MOS
Y,Y,Y,N,		681P_SHW
Y,Y,Y,N,		681P_YIO
Y,Y,Y,N,		682_CWE
Y,Y,Y,N,		682_LEO
Y,Y,Y,N,		682_WKS
Y,Y,Y,N,		682A_CWE
Y,Y,Y,N,		682A_NCH
Y,Y,Y,N,		682A_WKS
Y,Y,Y,N,		682B_CWE
Y,Y,Y,N,		682B_SCO
Y,Y,Y,N,		682C_COS
Y,Y,Y,N,		682C_ISP
Y,Y,Y,N,		682D_CWE
Y,Y,Y,N,		682P_CWE
Y,Y,Y,N,		682X_CWE
Y,Y,Y,N,		682X_NCH
Y,Y,Y,N,		690_EXS
Y,Y,Y,N,		690_HSG
Y,Y,Y,N,		690P_EXS
Y,Y,Y,N,		692_EXS
Y,Y,Y,N,		692_HHN
Y,Y,Y,N,		692P_EXS
Y,Y,Y,N,		694_SSW
Y,Y,Y,N,		694_TIK
Y,Y,Y,N,		698R_ISR
Y,Y,Y,N,		698R_WSP
Y,Y,Y,N,		802_ISR
Y,Y,Y,N,		811_KET
Y,Y,Y,N,		904_BEB
Y,Y,Y,N,		904_NOH
Y,Y,Y,N,		905_NOH
Y,Y,Y,N,		905_WCF
Y,Y,Y,N,		905A_NOH
Y,Y,Y,N,		905P_HAR
Y,Y,Y,N,		907B_CEC
Y,Y,Y,N,		907C_CEC
Y,Y,Y,N,		907C_TPT
Y,Y,Y,N,		914_HOL
Y,Y,Y,N,		914_TIH
Y,Y,Y,N,		914P_TIH
Y,Y,Y,N,		914X_TIH
Y,Y,Y,N,		930_DIP
Y,Y,Y,N,		930_TWW
Y,Y,Y,N,		930_WAC
Y,Y,Y,N,		930_WCF
Y,Y,Y,N,		930A_DIP
Y,Y,Y,N,		930A_TWW
Y,Y,Y,N,		930A_WCF
Y,Y,Y,N,		930X_DIP
Y,Y,Y,N,		930X_WCF
Y,Y,Y,N,		934_TBG
Y,Y,Y,N,		934_WAC
Y,Y,Y,N,		934A_ALG
Y,Y,Y,N,		934A_WAC
Y,Y,Y,N,		935_TLS
Y,Y,Y,N,		935_WAC
Y,Y,Y,N,		936_STA
Y,Y,Y,N,		936_SWK
Y,Y,Y,N,		936A_LMS
Y,Y,Y,N,		936A_STA
Y,Y,Y,N,		948_COE
Y,Y,Y,N,		948_CWG
Y,Y,Y,N,		948_TIH
Y,Y,Y,N,		948A_TIH
Y,Y,Y,N,		948B_TIH
Y,Y,Y,N,		948E_KOP
Y,Y,Y,N,		948E_TSY
Y,Y,Y,N,		948P_TIH
Y,Y,Y,N,		948X_TIH
Y,Y,Y,N,		960_KIS
Y,Y,Y,N,		960_WAC
Y,Y,Y,N,		960_WCF
Y,Y,Y,N,		960A_HSK
Y,Y,Y,N,		960B_HSK
Y,Y,Y,N,		960C_WCF
Y,Y,Y,N,		960P_WCF
Y,Y,Y,N,		960S_WCF
Y,Y,Y,N,		960X_QUB
Y,Y,Y,N,		961_CEC
Y,Y,Y,N,		961_SHK
Y,Y,Y,N,		961P_CEC
Y,Y,Y,N,		962_LUM
Y,Y,Y,N,		962_MOT
Y,Y,Y,N,		962A_CTD
Y,Y,Y,N,		962B_ADW
Y,Y,Y,N,		962B_CLY
Y,Y,Y,N,		962B_MOT
Y,Y,Y,N,		962C_KOP
Y,Y,Y,N,		962C_LUM
Y,Y,Y,N,		962E_KOP
Y,Y,Y,N,		962E_SOK
Y,Y,Y,N,		962G_WKR
Y,Y,Y,N,		962N_CLY
Y,Y,Y,N,		962N_MOT
Y,Y,Y,N,		962P_MOT
Y,Y,Y,N,		962S_MOT
Y,Y,Y,N,		962X_LUM
Y,Y,Y,N,		962X_MOT
Y,Y,Y,N,		967_ADW
Y,Y,Y,N,		967_TYE
Y,Y,Y,N,		967S_TYE
Y,Y,Y,N,		967X_LEC
Y,Y,Y,N,		967X_TYE
Y,Y,Y,N,		968_TIH
Y,Y,Y,N,		968_YLW
Y,Y,Y,N,		968A_TIH
Y,Y,Y,N,		968X_QUB
Y,Y,Y,N,		968X_TYS
Y,Y,Y,N,		968X_YLW
Y,Y,Y,N,		969_MOT
Y,Y,Y,N,		969_TSC
Y,Y,Y,N,		969A_CTD
Y,Y,Y,N,		969A_TSC
Y,Y,Y,N,		969A_WTK
Y,Y,Y,N,		969B_TSC
Y,Y,Y,N,		969B_WAC
Y,Y,Y,N,		969C_KOP
Y,Y,Y,N,		969C_TSB
Y,Y,Y,N,		969P_MOT
Y,Y,Y,N,		969X_LEC
Y,Y,Y,N,		970_BUS
Y,Y,Y,N,		970_CYB
Y,Y,Y,N,		970_SOU
Y,Y,Y,N,		970X_ABE
Y,Y,Y,N,		970X_BUS
Y,Y,Y,N,		970X_KTS
Y,Y,Y,N,		970X_SOU
Y,Y,Y,N,		971_HOL
Y,Y,Y,N,		971_SPW
Y,Y,Y,N,		971R_BUS
Y,Y,Y,N,		971R_CYB
Y,Y,Y,N,		973_MOR
Y,Y,Y,N,		973_STV
Y,Y,Y,N,		973P_MOR
Y,Y,Y,N,		978_WAM
Y,Y,Y,N,		978_WCF
Y,Y,Y,N,		978A_WCF
Y,Y,Y,N,		978B_WCF
Y,Y,Y,N,		980A_WAC
Y,Y,Y,N,		980X_WAC
Y,Y,Y,N,		980X_WKS
Y,Y,Y,N,		981P_WAC
Y,Y,Y,N,		981P_YIO
Y,Y,Y,N,		982X_WAC
Y,Y,Y,N,		982X_YUC
